files,size,comp_size,line_count,line_length,part,file_type_a,file_type_tech,flag_one,flag_two,note,study_num,permission,legacy_id,timestamp,original_study_id
"nis90q4.asc.gz",NULL,NULL,NULL,NULL,"Quarter 4 of 4","Data",NULL,NULL,NULL,NULL,1681,"RESTRICTED",4433,"2004-06-11 14:52:02",1680
"nis90s1.asc.gz",NULL,NULL,NULL,NULL,"Subsample 1","Data",NULL,NULL,NULL,NULL,1681,"RESTRICTED",4434,"2004-06-11 14:52:02",1680
"nis90s2.asc.gz",NULL,NULL,NULL,NULL,"Subsample 2","Data",NULL,NULL,NULL,NULL,1681,"RESTRICTED",4435,"2004-06-11 14:52:02",1680
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8269,"2006-06-26 15:24:29",789
"nis90wt.asc.gz",NULL,NULL,NULL,NULL,"Subsample Hospital Weights file","Data",NULL,NULL,NULL,NULL,1681,"RESTRICTED",4437,"2004-06-11 14:52:02",1680
"nis91q1.asc.gz",NULL,NULL,NULL,NULL,"Quarter 1 of 4","Data",NULL,NULL,NULL,NULL,1681,"RESTRICTED",4438,"2004-06-11 14:52:02",1680
"nis91q2.asc.gz",NULL,NULL,NULL,NULL,"Quarter 2 of 4","Data",NULL,NULL,NULL,NULL,1681,"RESTRICTED",4439,"2004-06-11 14:52:02",1680
"nis91q3.asc.gz",NULL,NULL,NULL,NULL,"Quarter 3 of 4","Data",NULL,NULL,NULL,NULL,1681,"RESTRICTED",4440,"2004-06-11 14:52:02",1680
"nis91q4.asc.gz",NULL,NULL,NULL,NULL,"Quarter 4 of 4","Data",NULL,NULL,NULL,NULL,1681,"RESTRICTED",4441,"2004-06-11 14:52:02",1680
"nis91s1.asc.gz",NULL,NULL,NULL,NULL,"Subsample 1","Data",NULL,NULL,NULL,NULL,1681,"RESTRICTED",4442,"2004-06-11 14:52:02",1680
"nis91s2.asc.gz",NULL,NULL,NULL,NULL,"Subsample 2","Data",NULL,NULL,NULL,NULL,1681,"RESTRICTED",4443,"2004-06-11 14:52:02",1680
"nis91wt.asc.gz",NULL,NULL,NULL,NULL,"Hospital Weights file","Data",NULL,NULL,NULL,NULL,1681,"RESTRICTED",4444,"2004-06-11 14:52:02",1680
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8267,"2006-05-26 15:28:38",117
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8268,"2006-06-26 15:23:06",787
"nis92q1.asc.gz",NULL,NULL,NULL,NULL,"Quarter 1 of 4","Data",NULL,NULL,NULL,NULL,1681,"RESTRICTED",4446,"2004-06-11 14:52:02",1680
"nis92q2.asc.gz",NULL,NULL,NULL,NULL,"Quarter 2 of 4","Data",NULL,NULL,NULL,NULL,1681,"RESTRICTED",4447,"2004-06-11 14:52:02",1680
"nis92q3.asc.gz",NULL,NULL,NULL,NULL,"Quarter 3 of 4","Data",NULL,NULL,NULL,NULL,1681,"RESTRICTED",4448,"2004-06-11 14:52:02",1680
"nis92q4.asc.gz",NULL,NULL,NULL,NULL,"Quarter 4 of 4","Data",NULL,NULL,NULL,NULL,1681,"RESTRICTED",4449,"2004-06-11 14:52:02",1680
"nis92s1.asc.gz",NULL,NULL,NULL,NULL,"Subsample 1","Data",NULL,NULL,NULL,NULL,1681,"RESTRICTED",4450,"2004-06-11 14:52:02",1680
"nis92s2.asc.gz",NULL,NULL,NULL,NULL,"Subsample 2","Data",NULL,NULL,NULL,NULL,1681,"RESTRICTED",4451,"2004-06-11 14:52:02",1680
"nis92wt.asc.gz",NULL,NULL,NULL,NULL,"Hospital Weights file","Data",NULL,NULL,NULL,NULL,1681,"RESTRICTED",4452,"2004-06-11 14:52:02",1680
"UserManualChapters6-9.PDF",NULL,NULL,NULL,NULL,NULL,"Users Guide","Adobe",NULL,NULL,NULL,2919,NULL,8368,"2008-06-25 13:24:05",2912
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8266,"2006-05-26 15:28:42",117
"vlabel.spss.gz",NULL,NULL,NULL,NULL,"Inpatient file","SPSS Program",NULL,NULL,NULL,NULL,1681,"RESTRICTED",4454,"2004-06-11 14:52:02",1680
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8162,"2006-10-19 15:20:12",1700
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8161,"2006-10-19 15:20:14",1700
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8160,"2006-10-19 15:21:53",1700
".",NULL,NULL,NULL,NULL,NULL,NULL,"text/system",NULL,NULL,NULL,1702,NULL,4479,"2007-12-13 08:53:46",1701
".",NULL,NULL,NULL,NULL,NULL,NULL,"text/system",NULL,NULL,NULL,1703,NULL,4480,"2007-12-13 08:54:25",1702
".",NULL,NULL,NULL,NULL,NULL,NULL,"text/system",NULL,NULL,NULL,1704,NULL,4481,"2007-12-13 08:55:17",1703
"readme.txt",973,NULL,NULL,NULL,NULL,"Readme","ASCII",NULL,NULL,NULL,1711,"-rwxrwxr-x",4488,"2004-06-11 14:52:02",1710
"usty3253.exp",36324,NULL,NULL,NULL,NULL,"Data","SPSS Portable",NULL,NULL,NULL,1711,"-rwxrwxr-x",4489,"2004-06-11 14:52:02",1710
".",NULL,NULL,NULL,NULL,NULL,"Codebook","Adobe",NULL,NULL,NULL,1730,NULL,4511,"2011-11-09 15:57:40",1729
"HScor2002_2006-04-26.mdb",1335296,NULL,NULL,NULL,NULL,"Data","Access",NULL,NULL,NULL,3030,NULL,8297,"2008-06-25 13:24:06",3277
"HScor2002_note.pdf",78432,NULL,NULL,NULL,NULL,"Codebook","Adobe",NULL,NULL,NULL,3030,NULL,8296,"2008-06-25 13:24:06",3277
"CR40.DAT",NULL,NULL,NULL,NULL,NULL,"Data","Text",NULL,NULL,NULL,1789,NULL,4573,"2007-10-11 10:52:09",1788
"Codebook.pdf",NULL,NULL,NULL,NULL,NULL,"Codebook","Adobe",NULL,NULL,NULL,1793,NULL,4577,"2011-11-29 07:56:53",1792
"h.t94l400a.d96080.gz",NULL,NULL,NULL,NULL,"Part 1","Data","Text",NULL,NULL,NULL,1811,"-rwxrwxr--",4595,"2007-11-15 09:39:12",1810
"2004",NULL,NULL,NULL,NULL,NULL,"Data","Excel",NULL,NULL,NULL,3029,NULL,8293,"2011-04-18 12:35:18",3276
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8265,"2006-05-26 15:31:47",117
"semi.dat",17050,NULL,NULL,NULL,NULL,"Data","ASCII",NULL,NULL,NULL,1817,"-rwxrwxr-x",4603,"2004-06-11 14:52:02",1816
"semi.doc",52111,NULL,NULL,NULL,NULL,"Codebook","Word",NULL,NULL,NULL,1817,"-rwxrwxr-x",4604,"2008-02-07 09:57:20",1816
"semi.sas",519,NULL,NULL,NULL,NULL,"SAS Program","SAS",NULL,NULL,NULL,1817,"-rwxrwxr-x",4605,"2008-02-07 09:57:31",1816
"readme.txt",NULL,NULL,NULL,NULL,NULL,"Readme","Text",NULL,NULL,NULL,3024,NULL,8147,"2008-06-25 13:24:06",3252
".",NULL,NULL,NULL,NULL,NULL,"Data","text/excel/beyond 20/20/",NULL,NULL,NULL,3024,NULL,8148,"2008-06-25 13:24:06",3252
"cen70.dblcod.gz",NULL,NULL,NULL,NULL,"1/100 County Group with 1970 and 1980 Codes","Data","Text",NULL,NULL,"DUPS",1823,"-rwxrwxr--",4612,"2007-11-15 09:31:43",1822
"census.pt05.gz",NULL,NULL,NULL,"151","County Group Sample 5% Questionnnaire  with multiple imputations of 1980 codes","Data","Text",NULL,NULL,NULL,1823,"-rwxrwxr--",4613,"2007-11-15 09:31:43",1822
"census.pt15.gz",NULL,NULL,NULL,"151","County Group Sample 5% Questionnnaire with multiple imputations of 1980 codes","Data","Text",NULL,NULL,NULL,1823,"-rwxrwxr--",4614,"2007-11-15 09:31:43",1822
"acedata.d021696.gz",NULL,NULL,NULL,NULL,"Cutoff Date of February 16, 1996","Data",NULL,NULL,NULL,NULL,1825,"-rwxrwxr--",4616,"2004-06-11 14:52:02",1824
"acedata.d041296.gz",NULL,NULL,NULL,NULL,"Cutoff Date of April 12, 1996","Data",NULL,NULL,NULL,NULL,1825,"-rwxrwxr--",4617,"2004-06-11 14:52:02",1824
"acedata.d061496.gz",NULL,NULL,NULL,NULL,"Cutoff Date of June 14, 1996","Data",NULL,NULL,NULL,NULL,1825,"-rwxrwxr--",4618,"2004-06-11 14:52:02",1824
"acedata.d091696.gz",NULL,NULL,NULL,NULL,"Cutoff Date of September 16, 1996","Data",NULL,NULL,NULL,NULL,1825,"-rwxrwxr--",4619,"2004-06-11 14:52:02",1824
"acedata.d101395.gz",NULL,NULL,NULL,NULL,"Cutoff Date of October 13, 1995","Data",NULL,NULL,NULL,NULL,1825,"-rwxrwxr--",4620,"2004-06-11 14:52:02",1824
"acedata.d121595.gz",NULL,NULL,NULL,NULL,"Cutoff Date of December 15, 1995","Data",NULL,NULL,NULL,NULL,1825,"-rwxrwxr--",4621,"2004-06-11 14:52:02",1824
"acefirms.d021696.gz",NULL,NULL,NULL,NULL,"Cutoff Date of February 16, 1996","Appendix",NULL,NULL,NULL,NULL,1825,"-rwxrwxr--",4622,"2004-06-11 14:52:02",1824
"acefirms.d041296.gz",NULL,NULL,NULL,NULL,"Cutoff Date of April 12, 1996","Appendix",NULL,NULL,NULL,NULL,1825,"-rwxrwxr--",4623,"2004-06-11 14:52:02",1824
"acefirms.d061496.gz",NULL,NULL,NULL,NULL,"Cutoff Date of June 14, 1996","Appendix",NULL,NULL,NULL,NULL,1825,"-rwxrwxr--",4624,"2004-06-11 14:52:02",1824
"acefirms.d091696.gz",NULL,NULL,NULL,NULL,"Cutoff Date of September 16, 1996","Appendix",NULL,NULL,NULL,NULL,1825,"-rwxrwxr--",4625,"2004-06-11 14:52:02",1824
"acefirms.d101395.gz",NULL,NULL,NULL,NULL,"Cutoff Date of October 13, 1995","Appendix",NULL,NULL,NULL,NULL,1825,"-rwxrwxr--",4626,"2004-06-11 14:52:02",1824
"acefirms.d121595.gz",NULL,NULL,NULL,NULL,"Cutoff Date of December 15, 1995","Appendix",NULL,NULL,NULL,NULL,1825,"-rwxrwxr--",4627,"2004-06-11 14:52:02",1824
"codebook.pdf",NULL,NULL,NULL,NULL,NULL,"Codebook","Adobe",NULL,NULL,NULL,1836,"-rwxrwxr--",4638,"2012-04-19 10:04:03",1835
"da9403.gz",NULL,NULL,NULL,NULL,NULL,"Data","Text",NULL,NULL,NULL,1836,"-rwxrwxr--",4639,"2007-10-11 11:19:11",1835
"sp9403.gz",NULL,NULL,NULL,NULL,NULL,"SPSS Program","SPSS",NULL,NULL,NULL,1836,"-rwxrwxr--",4640,"2007-10-11 11:19:02",1835
"codebook.pdf",NULL,NULL,NULL,NULL,NULL,"Codebook","Adobe",NULL,NULL,NULL,1837,"-rwxrwxr--",4641,"2012-04-19 10:09:44",1836
"da9404.gz",NULL,NULL,NULL,NULL,NULL,"Data","Text",NULL,NULL,NULL,1837,"-rwxrwxr--",4642,"2007-10-11 11:19:18",1836
"sp9404.gz",NULL,NULL,NULL,NULL,NULL,"SPSS Program","SPSS",NULL,NULL,NULL,1837,"-rwxrwxr--",4643,"2007-10-11 11:20:19",1836
"6802.data.gz",NULL,NULL,NULL,NULL,NULL,"Data","Text",NULL,NULL,NULL,1841,"-rwxrwxr--",4647,"2007-10-25 09:52:59",1840
"6803.data.gz",NULL,NULL,NULL,NULL,NULL,"Data","Text",NULL,NULL,NULL,1842,"-rwxrwxr--",4648,"2007-10-25 09:53:01",1841
"6804.data.gz",NULL,NULL,NULL,NULL,NULL,"Data","Text",NULL,NULL,NULL,1843,"-rwxrwxr--",4649,"2007-10-25 09:53:04",1842
"6805.data.gz",NULL,NULL,NULL,NULL,NULL,"Data","Text",NULL,NULL,NULL,1844,"-rwxrwxr--",4650,"2007-10-25 09:53:06",1843
"6806.data.gz",NULL,NULL,NULL,NULL,NULL,"Data","Text",NULL,NULL,NULL,1845,"-rwxrwxr--",4651,"2007-10-25 09:53:14",1844
"7202.data.gz",NULL,NULL,NULL,NULL,NULL,"Data","Text",NULL,NULL,NULL,1846,"-rwxrwxr--",4652,"2007-10-25 09:54:06",1845
"7203.data.gz",NULL,NULL,NULL,NULL,NULL,"Data","Text",NULL,NULL,NULL,1847,"-rwxrwxr--",4653,"2007-10-25 09:54:16",1846
"7204.data.gz",NULL,NULL,NULL,NULL,NULL,"Data","Text",NULL,NULL,NULL,1848,"-rwxrwxr--",4654,"2007-10-25 09:54:19",1847
"7205.data.gz",NULL,NULL,NULL,NULL,NULL,"Data","Text",NULL,NULL,NULL,1849,"-rwxrwxr--",4655,"2007-10-25 09:54:22",1848
"7206.data.gz",NULL,NULL,NULL,NULL,NULL,"Data","Text",NULL,NULL,NULL,1850,"-rwxrwxr--",4656,"2007-10-25 09:54:24",1849
"7207.data.gz",NULL,NULL,NULL,NULL,NULL,"Data","Text",NULL,NULL,NULL,1851,"-rwxrwxr--",4657,"2007-10-25 09:54:35",1850
"7602.data.gz",NULL,NULL,NULL,NULL,NULL,"Data","Text",NULL,NULL,"Codebook online at Roper",1852,"-rwxrwxr--",4658,"2007-10-25 09:54:37",1851
"7603.data.gz",NULL,NULL,NULL,NULL,NULL,"Data","Text",NULL,NULL,"Codebook online at Roper",1853,"-rwxrwxr--",4659,"2007-10-25 09:54:40",1852
"7604.data.gz",NULL,NULL,NULL,NULL,NULL,"Data","Text",NULL,NULL,"Codebook online at Roper",1854,"-rwxrwxr--",4660,"2007-10-25 09:54:48",1853
"7605.data.gz",NULL,NULL,NULL,NULL,NULL,"Data","Text",NULL,NULL,"Data also at Roper",1855,"-rwxrwxr--",4661,"2007-10-25 09:54:50",1854
"7606.data.gz",NULL,NULL,NULL,NULL,NULL,"Data","Text",NULL,NULL,"Data also at Roper",1856,"-rwxrwxr--",4662,"2007-10-25 09:54:53",1855
"7607.data.gz",NULL,NULL,NULL,NULL,NULL,"Data","Text",NULL,NULL,"Data also at Roper",1857,"-rwxrwxr--",4663,"2007-10-25 09:54:55",1856
"7608.data.gz",NULL,NULL,NULL,NULL,NULL,"Data","Text",NULL,NULL,NULL,1858,"-rwxrwxr--",4664,"2007-10-25 09:54:58",1857
"7609.data.gz",NULL,NULL,NULL,NULL,NULL,"Data","Text",NULL,NULL,NULL,1859,"-rwxrwxr--",4665,"2007-10-25 09:55:10",1858
"codebook.pdf",NULL,NULL,NULL,NULL,NULL,"Codebook","Adobe",NULL,NULL,NULL,1860,"-rwxrwxr--",4666,"2012-04-23 09:43:11",1859
"8002.data.gz",NULL,NULL,NULL,NULL,NULL,"Data","Text",NULL,NULL,NULL,1860,"-rwxrwxr--",4668,"2007-10-25 10:01:58",1859
"8002.spss.gz",NULL,NULL,NULL,NULL,NULL,"SPSS Program","SPSS",NULL,NULL,NULL,1860,"-rwxrwxr--",4670,"2007-10-25 10:02:01",1859
"codebook.pdf",NULL,NULL,NULL,NULL,NULL,"Codebook","Adobe",NULL,NULL,NULL,1861,"-rwxrwxr--",4671,"2012-04-23 09:33:05",1860
"8003.data.gz",NULL,NULL,NULL,NULL,NULL,"Data","Text",NULL,NULL,NULL,1861,"-rwxrwxr--",4673,"2007-10-25 10:02:04",1860
"8003.spss.gz",NULL,NULL,NULL,NULL,NULL,"SPSS Program","SPSS",NULL,NULL,NULL,1861,"-rwxrwxr--",4675,"2007-10-25 10:02:06",1860
"8004.appnd.gz",NULL,NULL,NULL,NULL,NULL,"Appendix","Text",NULL,NULL,NULL,1862,"-rwxrwxr--",4676,"2007-10-25 10:02:08",1861
"8004.cdbk.gz",NULL,NULL,NULL,NULL,NULL,"Codebook","Text",NULL,NULL,NULL,1862,"-rwxrwxr--",4677,"2007-10-25 10:02:08",1861
"8004.data.gz",NULL,NULL,NULL,NULL,NULL,"Data","Text",NULL,NULL,NULL,1862,"-rwxrwxr--",4678,"2007-10-25 10:02:09",1861
"8004.intro.gz",NULL,NULL,NULL,NULL,NULL,"Introduction","Text",NULL,NULL,NULL,1862,"-rwxrwxr--",4679,"2007-10-25 10:02:12",1861
"8004.spss.gz",NULL,NULL,NULL,NULL,NULL,"SPSS Program","SPSS",NULL,NULL,NULL,1862,"-rwxrwxr--",4680,"2007-10-25 10:02:14",1861
"8005.appnd.gz",NULL,NULL,NULL,NULL,NULL,"Appendix","Text",NULL,NULL,NULL,1863,"-rwxrwxr--",4681,"2007-10-25 10:02:17",1862
"8005.cdbk.gz",NULL,NULL,NULL,NULL,NULL,"Codebook","Text",NULL,NULL,NULL,1863,"-rwxrwxr--",4682,"2007-10-25 10:02:17",1862
"8005.data.gz",NULL,NULL,NULL,NULL,NULL,"Data","Text",NULL,NULL,NULL,1863,"-rwxrwxr--",4683,"2007-10-25 10:02:17",1862
"8005.intro.gz",NULL,NULL,NULL,NULL,NULL,"Introduction","Text",NULL,NULL,NULL,1863,"-rwxrwxr--",4684,"2007-10-25 10:02:18",1862
"8005.spss.gz",NULL,NULL,NULL,NULL,NULL,"SPSS Program","SPSS",NULL,NULL,NULL,1863,"-rwxrwxr--",4685,"2007-10-25 10:02:20",1862
"8006.appnd.gz",NULL,NULL,NULL,NULL,NULL,"Appendix","Text",NULL,NULL,NULL,1864,"-rwxrwxr--",4686,"2007-10-25 10:02:22",1863
"8006.cdbk.gz",NULL,NULL,NULL,NULL,NULL,"Codebook","Text",NULL,NULL,NULL,1864,"-rwxrwxr--",4687,"2007-10-25 10:02:23",1863
"8006.data.gz",NULL,NULL,NULL,NULL,NULL,"Data","Text",NULL,NULL,NULL,1864,"-rwxrwxr--",4688,"2007-10-25 10:02:23",1863
"8006.intro.gz",NULL,NULL,NULL,NULL,NULL,"Introduction","Text",NULL,NULL,NULL,1864,"-rwxrwxr--",4689,"2007-10-25 10:02:24",1863
"8006.spss.gz",NULL,NULL,NULL,NULL,NULL,"SPSS Program","SPSS",NULL,NULL,NULL,1864,"-rwxrwxr--",4690,"2007-10-25 10:02:33",1863
"5605.data.gz",NULL,NULL,NULL,NULL,NULL,"Data","Text",NULL,NULL,NULL,1865,"-rwxrwxr--",4691,"2007-10-25 09:44:04",1864
"5804.data.gz",NULL,NULL,NULL,NULL,NULL,"Data","Text",NULL,NULL,NULL,1866,"-rwxrwxr--",4692,"2007-10-25 09:44:34",1865
"5805.data.gz",NULL,NULL,NULL,NULL,NULL,"Data","Text",NULL,NULL,NULL,1867,"-rwxrwxr--",4693,"2007-10-25 09:44:42",1866
"5806.data.gz",NULL,NULL,NULL,NULL,NULL,"Data","Text",NULL,NULL,NULL,1868,"-rwxrwxr--",4694,"2007-10-25 09:45:03",1867
"5902.data.gz",NULL,NULL,NULL,NULL,NULL,"Data","Text",NULL,NULL,NULL,1869,"-rwxrwxr--",4695,"2007-10-25 09:45:19",1868
"5905.data.gz",NULL,NULL,NULL,NULL,NULL,"Data","Text",NULL,NULL,NULL,1870,"-rwxrwxr--",4696,"2007-10-25 09:41:57",1869
"6002.data.gz",NULL,NULL,NULL,NULL,NULL,"Data","Text",NULL,NULL,NULL,1871,"-rwxrwxr--",4697,"2007-10-25 09:42:30",1870
"6003.data.gz",NULL,NULL,NULL,NULL,NULL,"Data","Text",NULL,NULL,NULL,1872,"-rwxrwxr--",4698,"2007-10-25 09:42:43",1871
"6004.data.gz",NULL,NULL,NULL,NULL,NULL,"Data","Text",NULL,NULL,NULL,1873,"-rwxrwxr--",4699,"2007-10-25 09:42:47",1872
"6005.data.gz",NULL,NULL,NULL,NULL,NULL,"Data","Text",NULL,NULL,NULL,1874,"-rwxrwxr--",4700,"2007-10-25 09:42:53",1873
"6006.data.gz",NULL,NULL,NULL,NULL,NULL,"Data","Text",NULL,NULL,NULL,1875,"-rwxrwxr--",4701,"2007-10-25 09:42:58",1874
"6007.data.gz",NULL,NULL,NULL,NULL,NULL,"Data","Text",NULL,NULL,NULL,1876,"-rwxrwxr--",4702,"2007-10-25 09:43:05",1875
"6102.data.gz",NULL,NULL,NULL,NULL,NULL,"Data","Text",NULL,NULL,NULL,1877,"-rwxrwxr--",4703,"2007-10-25 09:43:10",1876
"6103.data.gz",NULL,NULL,NULL,NULL,NULL,"Data","Text",NULL,NULL,NULL,1878,"-rwxrwxr--",4704,"2007-10-25 09:43:14",1877
"6302.data.gz",NULL,NULL,NULL,NULL,NULL,"Data","Text",NULL,NULL,NULL,1879,"-rwxrwxr--",4705,"2007-10-25 09:43:19",1878
"6303.data.gz",NULL,NULL,NULL,NULL,NULL,"Data","Text",NULL,NULL,NULL,1880,"-rwxrwxr--",4706,"2007-10-25 09:43:35",1879
"6304.data.gz",NULL,NULL,NULL,NULL,NULL,"Data","Text",NULL,NULL,NULL,1881,"-rwxrwxr--",4707,"2007-10-25 09:46:50",1880
"6202.data.gz",NULL,NULL,NULL,NULL,NULL,"Data","Text",NULL,NULL,NULL,1882,"-rwxrwxr--",4708,"2007-10-25 09:46:53",1881
"6203.data.gz",NULL,NULL,NULL,NULL,NULL,"Data","Text",NULL,NULL,NULL,1888,"-rwxrwxr--",4714,"2007-10-25 09:47:17",1887
"6204.data.gz",NULL,NULL,NULL,NULL,NULL,"Data","Text",NULL,NULL,NULL,1889,"-rwxrwxr--",4715,"2007-10-25 09:47:26",1888
"6205.data.gz",NULL,NULL,NULL,NULL,NULL,"Data","Text",NULL,NULL,NULL,1890,"-rwxrwxr--",4716,"2007-10-25 09:47:39",1889
"6206.data.gz",NULL,NULL,NULL,NULL,NULL,"Data",NULL,NULL,NULL,NULL,1891,"-rwxrwxr--",4717,"2004-06-11 14:52:02",1890
"6402.data.gz",NULL,NULL,NULL,NULL,NULL,"Data","Text",NULL,NULL,NULL,1892,"-rwxrwxr--",4718,"2007-10-25 09:48:20",1891
"6403.data.gz",NULL,NULL,NULL,NULL,NULL,"Data","Text",NULL,NULL,NULL,1893,"-rwxrwxr--",4719,"2007-10-25 09:48:25",1892
"6404.data.gz",NULL,NULL,NULL,NULL,NULL,"Data","Text",NULL,NULL,NULL,1894,"-rwxrwxr--",4720,"2007-10-25 09:48:29",1893
"6405.data.gz",NULL,NULL,NULL,NULL,NULL,"Data","Text",NULL,NULL,NULL,1895,"-rwxrwxr--",4721,"2007-10-25 09:48:35",1894
"6406.data.gz",NULL,NULL,NULL,NULL,NULL,"Data","Text",NULL,NULL,NULL,1896,"-rwxrwxr--",4722,"2007-10-25 09:48:40",1895
"6407.data.gz",NULL,NULL,NULL,NULL,NULL,"Data","Text",NULL,NULL,NULL,1897,"-rwxrwxr--",4723,"2007-10-25 09:48:49",1896
"6502.data.gz",NULL,NULL,NULL,NULL,NULL,"Data","Text",NULL,NULL,NULL,1898,"-rwxrwxr--",4724,"2007-10-25 09:48:53",1897
"6503.data.gz",NULL,NULL,NULL,NULL,NULL,"Data","SAS",NULL,NULL,NULL,1899,"-rwxrwxr--",4725,"2007-10-25 09:49:00",1898
NULL,NULL,NULL,NULL,NULL,"4 CDs Only",NULL,NULL,NULL,NULL,NULL,1901,NULL,4727,"2004-06-11 14:52:02",1900
"PSS 89_90 code.pdf",NULL,NULL,NULL,NULL,NULL,"Codebook","Adobe",NULL,NULL,NULL,3063,NULL,8679,"2008-06-25 13:24:04",3555
"PSS 91_92 code.pdf",NULL,NULL,NULL,NULL,NULL,"Codebook","Adobe",NULL,NULL,NULL,3063,NULL,8678,"2008-06-25 13:24:04",3555
"PSS 93_94 code.pdf",NULL,NULL,NULL,NULL,NULL,"Codebook","Adobe",NULL,NULL,NULL,3063,NULL,8677,"2008-06-25 13:24:04",3555
"pss9394x.sd2",NULL,NULL,NULL,NULL,NULL,"Data","SAS",NULL,NULL,NULL,3063,NULL,8676,"2008-06-25 13:24:04",3555
"stfs2ad2.f01xxxxx.gz",NULL,NULL,NULL,NULL,"Tracts and BNAs","Data","Text",NULL,NULL,"A04034 and a04034 contain the same data file - only this one.",1917,"-rwxrwxr--",4748,"2007-11-15 10:45:04",1916
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8124,"2006-09-14 14:43:58",3020
"Pss9192x.sd2",NULL,NULL,NULL,NULL,NULL,"Data","SAS",NULL,NULL,NULL,3063,NULL,8675,"2008-06-25 13:24:04",3555
"Pss8990x.sd2",NULL,NULL,NULL,NULL,NULL,"Data","SAS",NULL,NULL,NULL,3063,NULL,8673,"2008-06-25 13:24:04",3555
"locality",NULL,NULL,NULL,NULL,NULL,"Data","Text",NULL,NULL,NULL,3064,NULL,8671,"2008-06-25 13:24:04",3554
"tract",NULL,NULL,NULL,NULL,NULL,"Data","Text",NULL,NULL,NULL,3064,NULL,8672,"2008-06-25 13:24:04",3554
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8136,"2006-07-13 10:47:43",3050
"pumsaxeq.f01xxxxx.gz",NULL,NULL,NULL,NULL,"County Group Geographic Equivalency File for Puerto  Rico","Codebook",NULL,NULL,NULL,"Change Study number to 1913? Data for PR?",1926,"-rwxrwxr--",4765,"2004-06-11 14:52:02",1925
"pumsgef.doc90.gz",NULL,NULL,NULL,NULL,"Data file description","Codebook",NULL,NULL,NULL,NULL,1926,"-rwxrwxr--",4766,"2004-06-11 14:52:02",1925
"pumsgef1.data90.gz",NULL,NULL,NULL,NULL,"County Group Geographic Equivalency Files","Data",NULL,NULL,NULL,NULL,1926,"-rwxrwxr--",4767,"2006-02-06 13:44:37",1925
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1929,NULL,4770,"2004-06-11 14:52:02",1928
".",NULL,NULL,NULL,NULL,NULL,NULL,"Text",NULL,NULL,"Problem: no documentation",1931,"drwxrwxr-x",4772,"2007-11-15 09:37:33",1930
"In-Migration",NULL,NULL,NULL,NULL,NULL,"Data","Access",NULL,NULL,NULL,1933,NULL,4774,"2014-05-27 14:05:34",1932
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1934,NULL,4775,"2004-06-11 14:52:02",1933
NULL,NULL,NULL,NULL,NULL,"Disc 1 Only",NULL,NULL,NULL,NULL,NULL,1935,NULL,4776,"2004-06-11 14:52:02",1934
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1940,NULL,4781,"2004-06-11 14:52:02",1939
"6504.data.gz",NULL,NULL,NULL,NULL,NULL,"Data","Text",NULL,NULL,NULL,1951,"-rwxrwxr--",4792,"2007-10-25 09:50:31",1950
"6602.data.gz",NULL,NULL,NULL,NULL,NULL,"Data","Text",NULL,NULL,NULL,1952,"-rwxrwxr--",4793,"2007-10-25 09:50:36",1951
"6603.data.gz",NULL,NULL,NULL,NULL,NULL,"Data","Text",NULL,NULL,NULL,1953,"-rwxrwxr--",4794,"2007-10-25 09:50:40",1952
"6604.data.gz",NULL,NULL,NULL,NULL,NULL,"Data","Text",NULL,NULL,NULL,1954,"-rwxrwxr--",4795,"2007-10-25 09:50:43",1953
"6605.data.gz",NULL,NULL,NULL,NULL,NULL,"Data","Text",NULL,NULL,NULL,1955,"-rwxrwxr--",4796,"2007-10-25 09:50:46",1954
"6606.data.gz",NULL,NULL,NULL,NULL,NULL,"Data","Text",NULL,NULL,NULL,1956,"-rwxrwxr--",4797,"2007-10-25 09:50:53",1955
"6607.data.gz",NULL,NULL,NULL,NULL,NULL,"Data","Text",NULL,NULL,NULL,1957,"-rwxrwxr--",4798,"2007-10-25 09:51:02",1956
